date,team,opponent,result,attendance,contest,WL,home_score,away_score,game_number,location,auto_generate
09/19/2024,Suffolk,Southern Me.,W 3-1,75.0,5671695,W,3,1,1,,
09/19/2024,Baruch,Purchase,W 3-1,85.0,5671717,W,3,1,1,,
09/19/2024,Brooklyn,St. Joseph's (L.I.),L 0-3,74.0,5671722,L,0,3,1,,
09/19/2024,Hunter,John Jay,W 3-2,118.0,5671652,W,3,2,1,,
09/19/2024,Trinity Washington,Mary Baldwin,L 0-3,100.0,5671671,L,0,3,1,,
09/19/2024,Albertus Magnus,SUNY Maritime,L 1-3,121.0,5671690,L,1,3,1,,
09/19/2024,Mitchell,Coast Guard,L 0-3,100.0,5671661,L,0,3,1,,
09/19/2024,Simmons,UMass Dartmouth,L 1-3,89.0,5681208,L,1,3,1,,
09/19/2024,Franklin,Kenyon,W 3-1,178.0,5671724,W,3,1,1,,
09/19/2024,Drew,Stockton,L 0-3,70.0,5671700,L,0,3,1,,
09/19/2024,Elizabethtown,Wilson,W 3-0,130.0,5671677,W,3,0,1,,
09/19/2024,Wilkes,Albright,L 2-3,77.0,5671694,L,2,3,1,,
09/19/2024,Rhode Island Col.,Worcester St.,W 3-0,76.0,5671719,W,3,0,1,,
09/19/2024,Hood,Gallaudet,L 0-3,168.0,5671723,L,0,3,1,,
09/19/2024,York (PA),Lancaster Bible,L 2-3,89.0,5682650,L,2,3,1,,
09/19/2024,FDU-Florham,Sarah Lawrence,L 2-3,85.0,5671713,L,2,3,1,,
09/19/2024,King's (PA),SUNY Delhi,W 3-0,40.0,5671662,W,3,0,1,,
09/19/2024,Fitchburg St.,Mount Holyoke,L 0-3,100.0,5671726,L,0,3,1,,
09/19/2024,Beloit,Dominican (IL),L 0-3,117.0,5671679,L,0,3,1,,
09/19/2024,Alverno,Edgewood,L 0-3,35.0,5671701,L,0,3,1,,
09/19/2024,IIT,MSOE,W 3-0,198.0,5671707,W,3,0,1,,
09/19/2024,New Jersey City,Bryn Athyn,W 3-1,99.0,5671709,W,3,1,1,,
09/19/2024,Ramapo,St. Joseph's (Brkln),W 3-0,50.0,5671710,W,3,0,1,,
09/19/2024,Austin,McMurry,W 3-1,207.0,5671658,W,3,1,1,,
09/19/2024,Manhattanville,Yeshiva,W 3-0,2.0,5671600,W,3,0,1,,
09/19/2024,Greensboro,Salem (NC),L 2-3,123.0,5671715,L,2,3,1,,
09/20/2024,Hilbert,Utica,L 1-3,55.0,5671924,L,1,3,1,,
09/20/2024,Hilbert,Oswego St.,L 2-3,55.0,5672098,L,2,3,1,,
09/20/2024,Penn St.-Behrend,Utica,W 3-1,0.0,5672119,W,3,1,1,,
09/20/2024,Pitt.-Bradford,St. John Fisher,L 0-3,50.0,5671868,L,0,3,1,,
09/20/2024,East Tex. Baptist,LeTourneau,W 3-0,627.0,5671976,W,3,0,1,,
09/20/2024,Buena Vista,Crown (MN),W 3-0,250.0,5672071,W,3,0,1,,
09/20/2024,Central (IA),Martin Luther,W 3-0,63.0,5671844,W,3,0,1,,
09/20/2024,Central (IA),Saint Mary's (MN),W 3-1,63.0,5672118,W,3,1,1,,
09/20/2024,Coe,St. Olaf,L 2-3,0.0,5671930,L,2,3,1,,
09/20/2024,Coe,Wis.-Superior,W 3-1,55.0,5672121,W,3,1,1,,
09/20/2024,Loras,Grinnell,L 0-3,94.0,5671983,L,0,3,1,,
09/20/2024,Loras,Augustana (IL),L 2-3,40.0,5672133,L,2,3,1,,
09/20/2024,Neb. Wesleyan,St. Scholastica,W 3-0,77.0,5671920,W,3,0,1,,
09/20/2024,Neb. Wesleyan,Martin Luther,W 3-0,46.0,5672117,W,3,0,1,,
09/20/2024,Simpson,Saint Benedict,W 3-2,55.0,5671931,W,3,2,1,,
09/20/2024,Wartburg,St. Olaf,W 3-2,325.0,5672076,W,3,2,1,,
09/20/2024,Centenary (NJ),Kean,L 0-3,69.0,5671914,L,0,3,1,,
09/20/2024,Marymount (VA),Ursinus,W 3-1,301.0,5682704,W,3,1,1,,
09/20/2024,Chris. Newport,Eastern,W 3-1,285.0,5672054,W,3,1,1,,
09/20/2024,Mary Washington,Salisbury,L 0-3,217.0,5672008,L,0,3,1,,
09/20/2024,Mount Mary,Lawrence,L 0-3,213.0,5671823,L,0,3,1,,
09/20/2024,Mount Mary,Rockford,L 0-3,55.0,5671916,L,0,3,1,,
09/20/2024,UC Santa Cruz,MIT,L 1-3,25.0,5671887,L,1,3,1,,
09/20/2024,Augustana (IL),Grinnell,W 3-2,104.0,5672128,W,3,2,1,,
09/20/2024,Carroll (WI),Wis. Lutheran,W 3-0,112.0,5671821,W,3,0,1,,
09/20/2024,Carroll (WI),Lake Forest,W 3-0,96.0,5671929,W,3,0,1,,
09/20/2024,Carthage,Concordia-M'head,W 3-0,109.0,5671926,W,3,0,1,,
09/20/2024,Carthage,Wis.-Stevens Point,L 1-3,181.0,5672095,L,1,3,1,,
09/20/2024,Millikin,Franklin,W 3-0,75.0,5671824,W,3,0,1,,
09/20/2024,Millikin,Illinois Col.,W 3-0,88.0,5671932,W,3,0,1,,
09/20/2024,North Central (IL),St. Mary's (IN),W 3-0,180.0,5672043,W,3,0,1,,
09/20/2024,North Park,Aurora,W 3-1,35.0,5671806,W,3,1,1,,
09/20/2024,North Park,Calvin,L 1-3,160.0,5672073,L,1,3,1,,
09/20/2024,Covenant,Emory,L 1-3,2.0,5671889,L,1,3,1,,
09/20/2024,Roger Williams,Coast Guard,L 0-3,98.0,5672011,L,0,3,1,,
09/20/2024,U New England,Benedictine (IL),L 1-3,154.0,5671956,L,1,3,1,,
09/20/2024,Wentworth,Stevens,L 1-3,73.0,5671827,L,1,3,1,,
09/20/2024,Western New Eng.,JWU (Providence),L 2-3,179.0,5672002,L,2,3,1,,
09/20/2024,Bryn Mawr,Drew,L 0-3,67.0,5672102,L,0,3,1,,
09/20/2024,Gettysburg,Rowan,W 3-0,27.0,5671922,W,3,0,1,,
09/20/2024,Johns Hopkins,NYU,W 3-1,100.0,5672109,W,3,1,1,,
09/20/2024,Swarthmore,SUNY New Paltz,W 3-0,100.0,5671928,W,3,0,1,,
09/20/2024,Swarthmore,Kean,W 3-0,71.0,5672107,W,3,0,1,,
09/20/2024,SUNY Brockport,SUNY Morrisville,W 3-2,75.0,5671923,W,3,2,1,,
09/20/2024,Colby-Sawyer,Thomas (ME),W 3-0,30.0,5671829,W,3,0,1,,
09/20/2024,Norwich,Saint Joseph (CT),L 1-3,65.0,5672007,L,1,3,1,,
09/20/2024,Anderson (IN),Illinois Col.,L 0-3,50.0,5672025,L,0,3,1,,
09/20/2024,Anderson (IN),Knox,W 3-0,30.0,5672500,W,3,0,1,,
09/20/2024,Franklin,Knox,W 3-0,20.0,5672626,W,3,0,1,,
09/20/2024,Susquehanna,Carnegie Mellon,L 0-3,118.0,5672092,L,0,3,1,,
09/20/2024,Clarkson,Plattsburgh St.,W 3-1,50.0,5671903,W,3,1,1,,
09/20/2024,RIT,Thiel,W 3-1,91.0,5671813,W,3,1,1,,
09/20/2024,RIT,Wooster,W 3-1,68.0,5672021,W,3,1,1,,
09/20/2024,St. Lawrence,SUNY Canton,L 0-3,144.0,5671862,L,0,3,1,,
09/20/2024,St. Lawrence,SUNY Potsdam,L 1-3,170.0,5672131,L,1,3,1,,
09/20/2024,William Smith,Montclair St.,W 3-1,34.0,5671919,W,3,1,1,,
09/20/2024,Eastern Conn. St.,WPI,L 1-3,100.0,5671911,L,1,3,1,,
09/20/2024,VTSU Castleton,VTSU Lyndon,W 3-0,85.0,5672016,W,3,0,1,,
09/20/2024,Messiah,Cortland,L 1-3,203.0,5672090,L,1,3,1,,
09/20/2024,Stevens,Montclair St.,W 3-2,63.0,5672096,W,3,2,1,,
09/20/2024,Concordia-M'head,Wis.-Stevens Point,L 0-3,152.0,5671826,L,0,3,1,,
09/20/2024,Gustavus Adolphus,Cornell College,W 3-0,59.0,5671854,W,3,0,1,,
09/20/2024,Gustavus Adolphus,WashU,L 1-3,241.0,5672037,L,1,3,1,,
09/20/2024,Macalester,Monmouth (IL),L 1-3,58.0,5671843,L,1,3,1,,
09/20/2024,St. Scholastica,Wis.-La Crosse,W 3-1,95.0,5671795,W,3,1,1,,
09/20/2024,Cornell College,La Verne,L 1-3,75.0,5672039,L,1,3,1,,
09/20/2024,Lake Forest,Wis. Lutheran,L 0-3,121.0,5671907,L,0,3,1,,
09/20/2024,Lawrence,Rockford,L 1-3,345.0,5672110,L,1,3,1,,
09/20/2024,Monmouth (IL),Wis.-La Crosse,L 2-3,138.0,5671913,L,2,3,1,,
09/20/2024,Albion,Baldwin Wallace,L 1-3,278.0,5672125,L,1,3,1,,
09/20/2024,Alma,UChicago,L 0-3,42.0,5671915,L,0,3,1,,
09/20/2024,Calvin,Aurora,W 3-0,35.0,5671938,W,3,0,1,,
09/20/2024,St. Norbert,UW-River Falls,L 2-3,100.0,5672120,L,2,3,1,,
09/20/2024,Oberlin,Wilmington (OH),L 1-3,104.0,5672083,L,1,3,1,,
09/20/2024,Ohio Wesleyan,Mount Union,W 3-1,80.0,5671925,W,3,1,1,,
09/20/2024,Wooster,Westminster (PA),L 1-3,64.0,5672126,L,1,3,1,,
09/20/2024,Amherst,Bates,L 0-3,150.0,5672085,L,0,3,1,,
09/20/2024,Bowdoin,Emerson,W 3-0,50.0,5671864,W,3,0,1,,
09/20/2024,Colby,Wesleyan (CT),W 3-0,365.0,5682685,W,3,0,1,,
09/20/2024,Connecticut Col.,Middlebury,L 0-3,252.0,5672103,L,0,3,1,,
09/20/2024,Hamilton,Tufts,L 0-3,100.0,5672111,L,0,3,1,,
09/20/2024,Trinity (CT),Williams,W 3-1,123.0,5672048,W,3,1,1,,
09/20/2024,George Fox,Whitman,W 3-1,120.0,5672045,W,3,1,1,,
09/20/2024,Linfield,Pacific Lutheran,L 0-3,210.0,5672091,L,0,3,1,,
09/20/2024,Pacific (OR),Whitworth,L 0-3,514.0,5730528,L,0,3,1,,
09/20/2024,Puget Sound,Willamette,W 3-1,250.0,5672099,W,3,1,1,,
09/20/2024,Capital,Buffalo St.,L 2-3,75.0,5671963,L,2,3,1,,
09/20/2024,Averett,Bridgewater (VA),L 0-3,100.0,5671947,L,0,3,1,,
09/20/2024,Ferrum,Randolph-Macon,L 0-3,189.0,5672113,L,0,3,1,,
09/20/2024,Guilford,Wash. & Lee,L 0-3,85.0,5672033,L,0,3,1,,
09/20/2024,Randolph,Shenandoah,W 3-2,201.0,5672015,W,3,2,1,,
09/20/2024,Roanoke,Va. Wesleyan,L 0-3,267.0,5672001,L,0,3,1,,
09/20/2024,Grove City,Fredonia,W 3-0,100.0,5671859,W,3,0,1,,
09/20/2024,Grove City,Saint Vincent,W 3-0,150.0,5672127,W,3,0,1,,
09/20/2024,Thiel,Westminster (PA),W 3-2,78.0,5671858,W,3,2,1,,
09/20/2024,Berry,Emory,L 1-3,300.0,5672074,L,1,3,1,,
09/20/2024,Colorado Col.,St. Thomas (TX),W 3-0,103.0,5671953,W,3,0,1,,
09/20/2024,Texas Lutheran,Trinity (TX),L 0-3,270.0,5671892,L,0,3,1,,
09/20/2024,La Verne,Wis.-Whitewater,L 0-3,85.0,5671855,L,0,3,1,,
09/20/2024,SUNY Canton,SUNY Potsdam,W 3-2,83.0,5672018,W,3,2,1,,
09/20/2024,SUNY New Paltz,UMSV,W 3-0,100.0,5685065,W,3,0,1,,
09/20/2024,Pfeiffer,Salem (NC),L 0-3,137.0,5671808,L,0,3,1,,
09/20/2024,Wis.-Platteville,Wis.-Stout,L 0-3,170.0,5672046,L,0,3,1,,
09/20/2024,Colby-Sawyer,Thomas (ME),W 3-2,52.0,5681151,W,3,2,2,,
09/20/2024,Pfeiffer,Salem (NC),L 0-3,137.0,5731375,L,0,3,2,,
09/21/2024,Alfred St.,Hartwick,L 1-3,217.0,5672319,L,1,3,1,,
09/21/2024,Alfred St.,SUNY Oneonta,W 3-0,134.0,5672503,W,3,0,1,,
09/21/2024,Hilbert,SUNY Canton,L 0-3,0.0,5672320,L,0,3,1,,
09/21/2024,Hilbert,SUNY Morrisville,L 1-3,0.0,5672490,L,1,3,1,,
09/21/2024,La Roche,RIT,L 1-3,75.0,5672186,L,1,3,1,,
09/21/2024,La Roche,Thiel,L 1-3,150.0,5672484,L,1,3,1,,
09/21/2024,Penn St.-Altoona,Bethany (WV),L 2-3,251.0,5672414,L,2,3,1,,
09/21/2024,Penn St.-Altoona,Wash. & Jeff.,L 0-3,309.0,5672512,L,0,3,1,,
09/21/2024,Penn St.-Behrend,Oswego St.,W 3-2,57.0,5672296,W,3,2,1,,
09/21/2024,Penn St.-Behrend,SUNY Brockport,L 0-3,0.0,5672616,L,0,3,1,,
09/21/2024,Pitt.-Bradford,Buffalo St.,L 0-3,50.0,5672263,L,0,3,1,,
09/21/2024,Pitt.-Bradford,Capital,L 0-3,50.0,5672506,L,0,3,1,,
09/21/2024,Pitt.-Greensburg,Kenyon,L 0-3,71.0,5672282,L,0,3,1,,
09/21/2024,Pitt.-Greensburg,Franciscan,L 0-3,59.0,5672393,L,0,3,1,,
09/21/2024,LeTourneau,Austin,L 1-3,45.0,5672485,L,1,3,1,,
09/21/2024,LeTourneau,Dallas,W 3-0,50.0,5672601,W,3,0,1,,
09/21/2024,Mary Hardin-Baylor,Concordia (TX),W 3-0,150.0,5672311,W,3,0,1,,
09/21/2024,Mary Hardin-Baylor,Hendrix,W 3-2,247.0,5672630,W,3,2,1,,
09/21/2024,Buena Vista,Minn.-Morris,L 0-3,67.0,5672205,L,0,3,1,,
09/21/2024,Buena Vista,Bethel (MN),L 0-3,38.0,5672401,L,0,3,1,,
09/21/2024,Central (IA),Wis.-La Crosse,W 3-0,51.0,5672150,W,3,0,1,,
09/21/2024,Coe,Saint Benedict,L 2-3,67.0,5672165,L,2,3,1,,
09/21/2024,Dubuque,Aurora,W 3-1,132.0,5672300,W,3,1,1,,
09/21/2024,Dubuque,Ill. Wesleyan,W 3-2,68.0,5672505,W,3,2,1,,
09/21/2024,Luther,Macalester,L 1-3,72.0,5672256,L,1,3,1,,
09/21/2024,Luther,Monmouth (IL),L 2-3,23.0,5672563,L,2,3,1,,
09/21/2024,Neb. Wesleyan,Monmouth (IL),W 3-2,41.0,5672257,W,3,2,1,,
09/21/2024,Neb. Wesleyan,Saint Mary's (MN),W 3-0,61.0,5672396,W,3,0,1,,
09/21/2024,Simpson,Wis.-Superior,L 2-3,50.0,5672164,L,2,3,1,,
09/21/2024,Simpson,St. Olaf,L 2-3,50.0,5672269,L,2,3,1,,
09/21/2024,Wartburg,Wis.-Superior,W 3-0,225.0,5672270,W,3,0,1,,
09/21/2024,Wartburg,Saint Benedict,W 3-1,200.0,5672423,W,3,1,1,,
09/21/2024,Centenary (NJ),UMSV,W 3-2,100.0,5730791,W,3,2,1,,
09/21/2024,Centenary (NJ),SUNY New Paltz,L 1-3,100.0,5672497,L,1,3,1,,
09/21/2024,Gwynedd Mercy,Hood,L 2-3,50.0,5672328,L,2,3,1,,
09/21/2024,Gwynedd Mercy,Goucher,W 3-0,71.0,5672454,W,3,0,1,,
09/21/2024,Immaculata,Bryn Athyn,L 1-3,40.0,5672385,L,1,3,1,,
09/21/2024,Immaculata,Dickinson,L 0-3,60.0,5672553,L,0,3,1,,
09/21/2024,Marywood,SUNY Oneonta,L 0-3,121.0,5672292,L,0,3,1,,
09/21/2024,Marywood,Hartwick,L 0-3,126.0,5672509,L,0,3,1,,
09/21/2024,Neumann,Widener,L 2-3,178.0,5672168,L,2,3,1,,
09/21/2024,Neumann,New Jersey City,W 3-0,152.0,5672309,W,3,0,1,,
09/21/2024,Pratt,St. Joseph's (Brkln),L 2-3,187.0,5672236,L,2,3,1,,
09/21/2024,Pratt,Brooklyn,W 3-0,186.0,5672384,W,3,0,1,,
09/21/2024,Chris. Newport,Haverford,W 3-0,37.0,5672242,W,3,0,1,,
09/21/2024,Salisbury,St. Mary's (MD),W 3-1,136.0,5672364,W,3,1,1,,
09/21/2024,Salisbury,Hollins,W 3-0,42.0,5672617,W,3,0,1,,
09/21/2024,UC Santa Cruz,Johns Hopkins,L 1-3,60.0,5672147,L,1,3,1,,
09/21/2024,UC Santa Cruz,NYU,L 1-3,75.0,5672330,L,1,3,1,,
09/21/2024,Carroll (WI),Concordia Wisconsin,W 3-1,177.0,5672302,W,3,1,1,,
09/21/2024,Carthage,UW-River Falls,W 3-1,102.0,5672193,W,3,1,1,,
09/21/2024,Ill. Wesleyan,Aurora,W 3-0,242.0,5672647,W,3,0,1,,
09/21/2024,Millikin,Anderson (IN),W 3-0,60.0,5672220,W,3,0,1,,
09/21/2024,Millikin,Hanover,W 3-0,100.0,5672418,W,3,0,1,,
09/21/2024,North Central (IL),Edgewood,W 3-1,120.0,5672433,W,3,1,1,,
09/21/2024,Belhaven,LaGrange,W 3-0,72.0,5672366,W,3,0,1,,
09/21/2024,Covenant,Berry,L 1-3,220.0,5672450,L,1,3,1,,
09/21/2024,Covenant,Centre,L 1-3,80.0,5672627,L,1,3,1,,
09/21/2024,Huntingdon,Sewanee,L 2-3,75.0,5672177,L,2,3,1,,
09/21/2024,Huntingdon,Oglethorpe,L 1-3,100.0,5672606,L,1,3,1,,
09/21/2024,LaGrange,Millsaps,L 0-3,70.0,5672577,L,0,3,1,,
09/21/2024,Maryville (TN),Oglethorpe,W 3-2,65.0,5672400,W,3,2,1,,
09/21/2024,Maryville (TN),Sewanee,W 3-0,60.0,5672488,W,3,0,1,,
09/21/2024,Endicott,Brandeis,L 0-3,55.0,5672245,L,0,3,1,,
09/21/2024,Endicott,Babson,L 1-3,0.0,5672535,L,1,3,1,,
09/21/2024,Hartford,Mass. Maritime,W 3-0,83.0,5672554,W,3,0,1,,
09/21/2024,Roger Williams,UMass Dartmouth,L 0-3,98.0,5682734,L,0,3,1,,
09/21/2024,Roger Williams,Framingham St.,W 3-0,135.0,5672374,W,3,0,1,,
09/21/2024,Suffolk,Mount Holyoke,W 3-0,45.0,5672560,W,3,0,1,,
09/21/2024,Suffolk,Worcester St.,W 3-0,76.0,5672651,W,3,0,1,,
09/21/2024,U New England,Wellesley,L 2-3,96.0,5672633,L,2,3,1,,
09/21/2024,Wentworth,William Smith,L 0-3,57.0,5672254,L,0,3,1,,
09/21/2024,Wentworth,Montclair St.,L 2-3,43.0,5672613,L,2,3,1,,
09/21/2024,Brooklyn,St. Joseph's (Brkln),W 3-0,115.0,5672552,W,3,0,1,,
09/21/2024,CCNY,Mt. St. Mary (NY),L 0-3,61.0,5672595,L,0,3,1,,
09/21/2024,Hunter,Farmingdale St.,L 2-3,112.0,5672299,L,2,3,1,,
09/21/2024,John Jay,Merchant Marine,L 0-3,55.0,5672179,L,0,3,1,,
09/21/2024,Lehman,Old Westbury,L 0-3,32.0,5672293,L,0,3,1,,
09/21/2024,Medgar Evers,York (NY),W 3-0,23.0,5672407,W,3,0,1,,
09/21/2024,Medgar Evers,Valley Forge,L 0-3,5.0,5672543,L,0,3,1,,
09/21/2024,York (NY),Valley Forge,W 3-2,25.0,5672231,W,3,2,1,,
09/21/2024,Dickinson,Bryn Athyn,W 3-0,50.0,5672230,W,3,0,1,,
09/21/2024,Franklin & Marshall,Juniata,L 0-3,139.0,5672301,L,0,3,1,,
09/21/2024,Franklin & Marshall,Muskingum,W 3-0,114.0,5672508,W,3,0,1,,
09/21/2024,Gettysburg,Messiah,W 3-0,76.0,5672224,W,3,0,1,,
09/21/2024,Gettysburg,Cortland,W 3-0,135.0,5672567,W,3,0,1,,
09/21/2024,Johns Hopkins,MIT,L 1-3,80.0,5672568,L,1,3,1,,
09/21/2024,Muhlenberg,SUNY Maritime,W 3-0,75.0,5672499,W,3,0,1,,
09/21/2024,Muhlenberg,King's (PA),W 3-1,100.0,5672596,W,3,1,1,,
09/21/2024,Washington Col.,Rutgers-Camden,W 3-0,62.0,5672295,W,3,0,1,,
09/21/2024,Washington Col.,East. Mennonite,W 3-0,57.0,5672599,W,3,0,1,,
09/21/2024,Maranatha Baptist,North Central (MN),L 0-3,56.0,5672244,L,0,3,1,,
09/21/2024,Keuka,Skidmore,L 0-3,83.0,5672386,L,0,3,1,,
09/21/2024,Keuka,SUNY Cobleskill,L 1-3,91.0,5672550,L,1,3,1,,
09/21/2024,SUNY Brockport,SUNY Canton,W 3-0,59.0,5672491,W,3,0,1,,
09/21/2024,SUNY Geneseo,Scranton,L 0-3,197.0,5672281,L,0,3,1,,
09/21/2024,SUNY Geneseo,Clarkson,L 0-3,187.0,5672588,L,0,3,1,,
09/21/2024,SUNY Poly,Plattsburgh St.,L 0-3,175.0,5672273,L,0,3,1,,
09/21/2024,SUNY Poly,Anna Maria,W 3-0,175.0,5672494,W,3,0,1,,
09/21/2024,St. John Fisher,Capital,L 1-3,100.0,5672266,L,1,3,1,,
09/21/2024,St. John Fisher,Buffalo St.,W 3-2,70.0,5672501,W,3,2,1,,
09/21/2024,Utica,SUNY Morrisville,L 1-3,59.0,5672615,L,1,3,1,,
09/21/2024,Utica,Oswego St.,L 0-3,61.0,5672679,L,0,3,1,,
09/21/2024,Albertus Magnus,Lasell,L 0-3,67.0,5672411,L,0,3,1,,
09/21/2024,Albertus Magnus,Rivier,L 0-3,109.0,5672533,L,0,3,1,,
09/21/2024,Anna Maria,Plattsburgh St.,L 0-3,225.0,5672575,L,0,3,1,,
09/21/2024,Dean,VTSU-Johnson,W 3-1,40.0,5672146,W,3,1,1,,
09/21/2024,Dean,Salem St.,W 3-1,45.0,5731405,W,3,1,1,,
09/21/2024,Elms,Regis (MA),L 0-3,83.0,5672208,L,0,3,1,,
09/21/2024,Elms,New England Col.,L 0-3,25.0,5672415,L,0,3,1,,
09/21/2024,Lasell,Rivier,W 3-2,114.0,5672219,W,3,2,1,,
09/21/2024,Mitchell,Eastern Conn. St.,L 0-3,100.0,5672457,L,0,3,1,,
09/21/2024,New England Col.,Regis (MA),L 0-3,88.0,5672517,L,0,3,1,,
09/21/2024,Saint Joseph (CT),Sarah Lawrence,L 1-3,64.0,5672363,L,1,3,1,,
09/21/2024,St. Joseph's (ME),Husson,W 3-0,100.0,5672228,W,3,0,1,,
09/21/2024,Berea,Wash. & Lee,L 0-3,0.0,5672478,L,0,3,1,,
09/21/2024,Berea,Averett,W 3-1,100.0,5672580,W,3,1,1,,
09/21/2024,Franklin,Illinois Col.,L 0-3,45.0,5672312,L,0,3,1,,
09/21/2024,Hanover,Illinois Col.,W 3-0,50.0,5672419,W,3,0,1,,
09/21/2024,Manchester,Albion,W 3-0,0.0,5672174,W,3,0,1,,
09/21/2024,Manchester,Baldwin Wallace,W 3-2,60.0,5672504,W,3,2,1,,
09/21/2024,Mt. St. Joseph,Otterbein,L 1-3,91.0,5672397,L,1,3,1,,
09/21/2024,Mt. St. Joseph,Ohio Northern,L 1-3,96.0,5672565,L,1,3,1,,
09/21/2024,Rose-Hulman,John Carroll,L 1-3,73.0,5672481,L,1,3,1,,
09/21/2024,Rose-Hulman,Denison,L 1-3,113.0,5672600,L,1,3,1,,
09/21/2024,Transylvania,Ohio Northern,W 3-0,160.0,5672343,W,3,0,1,,
09/21/2024,Transylvania,Otterbein,W 3-1,165.0,5672520,W,3,1,1,,
09/21/2024,Catholic,Rochester (NY),W 3-2,48.0,5672383,W,3,2,1,,
09/21/2024,Catholic,Lebanon Valley,L 1-3,137.0,5672527,L,1,3,1,,
09/21/2024,Elizabethtown,Stevenson,L 0-3,150.0,5672209,L,0,3,1,,
09/21/2024,Elizabethtown,Lancaster Bible,L 1-3,100.0,5672406,L,1,3,1,,
09/21/2024,Goucher,Hood,L 0-3,55.0,5672173,L,0,3,1,,
09/21/2024,Juniata,Muskingum,W 3-0,0.0,5672650,W,3,0,1,,
09/21/2024,Lycoming,Albright,L 0-3,65.0,5672403,L,0,3,1,,
09/21/2024,Lycoming,Delaware Valley,W 3-2,95.0,5672515,W,3,2,1,,
09/21/2024,Moravian,Penn St.-Berks,W 3-0,106.0,5672234,W,3,0,1,,
09/21/2024,Scranton,Clarkson,W 3-0,92.0,5672480,W,3,0,1,,
09/21/2024,Susquehanna,Mount Union,W 3-1,86.0,5672408,W,3,1,1,,
09/21/2024,Susquehanna,Ohio Wesleyan,L 2-3,77.0,5672569,L,2,3,1,,
09/21/2024,Wilkes,Bard,W 3-2,63.0,5672210,W,3,2,1,,
09/21/2024,Wilkes,Penn St.-Abington,L 2-3,52.0,5672521,L,2,3,1,,
09/21/2024,Bard,Penn St.-Abington,L 1-3,32.0,5672417,L,1,3,1,,
09/21/2024,RIT,Grove City,W 3-2,150.0,5672280,W,3,2,1,,
09/21/2024,Skidmore,SUNY Cobleskill,W 3-0,63.0,5672237,W,3,0,1,,
09/21/2024,Vassar,Arcadia,L 1-3,26.0,5672394,L,1,3,1,,
09/21/2024,Vassar,Wm. Paterson,L 0-3,45.0,5672537,L,0,3,1,,
09/21/2024,William Smith,Stevens,W 3-1,78.0,5672424,W,3,1,1,,
09/21/2024,Plymouth St.,Salve Regina,W 3-0,97.0,5672235,W,3,0,1,,
09/21/2024,Plymouth St.,St. Joseph's (L.I.),W 3-1,93.0,5672405,W,3,1,1,,
09/21/2024,Southern Me.,Thomas (ME),W 3-0,85.0,5672283,W,3,0,1,,
09/21/2024,UMass Boston,Smith,L 0-3,100.0,5672441,L,0,3,1,,
09/21/2024,UMass Dartmouth,Framingham St.,W 3-0,73.0,5672557,W,3,0,1,,
09/21/2024,WestConn,WPI,W 3-0,100.0,5672304,W,3,0,1,,
09/21/2024,Albright,Delaware Valley,W 3-0,52.0,5672241,W,3,0,1,,
09/21/2024,Messiah,Rowan,W 3-0,157.0,5672645,W,3,0,1,,
09/21/2024,Stevenson,Lancaster Bible,W 3-2,100.0,5672519,W,3,2,1,,
09/21/2024,Widener,New Jersey City,W 3-0,129.0,5672437,W,3,0,1,,
09/21/2024,York (PA),Penn College,W 3-0,93.0,5682764,W,3,0,1,,
09/21/2024,Arcadia,Wm. Paterson,L 1-3,89.0,5672225,L,1,3,1,,
09/21/2024,FDU-Florham,Purchase,W 3-0,22.0,5672389,W,3,0,1,,
09/21/2024,FDU-Florham,Keystone,L 0-3,31.0,5672202,L,0,3,1,,
09/21/2024,King's (PA),SUNY Maritime,W 3-0,100.0,5672288,W,3,0,1,,
09/21/2024,Lebanon Valley,Rochester (NY),L 1-3,124.0,5672213,L,1,3,1,,
09/21/2024,Misericordia,Manhattanville,W 3-0,40.0,5672227,W,3,0,1,,
09/21/2024,Misericordia,Ramapo,W 3-0,23.0,5672395,W,3,0,1,,
09/21/2024,MCLA,SUNY Delhi,W 3-2,60.0,5672223,W,3,2,1,,
09/21/2024,Salem St.,VTSU-Johnson,L 0-3,59.0,5731404,L,0,3,1,,
09/21/2024,Worcester St.,Mount Holyoke,L 0-3,110.0,5672369,L,0,3,1,,
09/21/2024,Augsburg,St. Norbert,L 0-3,66.0,5672327,L,0,3,1,,
09/21/2024,Augsburg,Wis.-Stevens Point,L 0-3,120.0,5672459,L,0,3,1,,
09/21/2024,Bethel (MN),Minn.-Morris,W 3-1,64.0,5672204,W,3,1,1,,
09/21/2024,Concordia-M'head,St. Norbert,L 0-3,53.0,5672194,L,0,3,1,,
09/21/2024,Concordia-M'head,Lakeland,L 0-3,111.0,5672326,L,0,3,1,,
09/21/2024,Gustavus Adolphus,Wis.-Whitewater,L 0-3,50.0,5672200,L,0,3,1,,
09/21/2024,Macalester,Bethany Lutheran,L 2-3,51.0,5672564,L,2,3,1,,
09/21/2024,Saint Mary's (MN),Martin Luther,W 3-2,53.0,5672156,W,3,2,1,,
09/21/2024,St. Catherine,Wis.-Oshkosh,L 0-3,117.0,5672412,L,0,3,1,,
09/21/2024,St. Catherine,Northwestern-St. Paul,L 0-3,88.0,5672546,L,0,3,1,,
